,Result
24875,1
11528,0
15999,1
23996,1
20394,1
13060,0
25950,1
10047,0
5565,0
28221,1
14907,1
8126,0
15905,1
27481,1
28019,1
22812,1
13258,0
25845,1
1515,0
20399,1
10105,0
14994,1
24784,1
27525,1
26449,1
22909,1
20205,1
10385,0
7636,0
18498,1
12087,0
20252,1
15212,1
11745,0
26382,1
20327,1
7709,0
6560,0
27150,1
48,0
6585,0
25625,1
4276,0
17029,1
20366,1
439,0
25033,1
9372,0
26285,1
7967,0
22627,1
11653,0
28061,1
1741,0
28477,1
22668,1
25310,1
20021,1
11066,0
11539,0
29296,1
27156,1
7245,0
14039,0
2343,0
535,0
15885,1
7571,0
6040,0
21959,1
28966,1
6888,0
25549,1
12843,0
27212,1
1408,0
21584,1
27804,1
22825,1
8826,0
4004,0
9457,0
19232,1
11244,0
9486,0
22529,1
876,0
20845,1
28330,1
27352,1
28985,1
29029,1
14047,0
20282,1
6818,0
640,0
25865,1
27407,1
23895,1
10668,0
4360,0
15500,1
4139,0
1520,0
251,0
23032,1
17883,1
17140,1
23137,1
448,0
27553,1
22353,1
3058,0
12547,0
28457,1
29135,1
11901,0
7262,0
10490,0
3477,0
22930,1
16152,1
8788,0
12440,0
5953,0
1117,0
17877,1
29314,1
22539,1
28138,1
9453,0
3555,0
15516,1
11153,0
9256,0
21877,1
6091,0
8080,0
28409,1
24130,1
24812,1
1518,0
13066,0
14423,0
20348,1
26242,1
29255,1
13505,0
7817,0
1590,0
19571,1
10205,0
4698,0
14538,0
659,0
12514,0
15945,1
26210,1
19830,1
12112,0
4503,0
25627,1
15998,1
2432,0
5236,0
7432,0
11878,0
17678,1
15896,1
9420,0
14404,0
23185,1
25371,1
1940,0
20113,1
25023,1
5560,0
19736,1
4720,0
13398,0
4062,0
16551,1
22379,1
7843,0
27390,1
20127,1
22763,1
15039,1
9740,0
10439,0
13567,0
5736,0
697,0
27858,1
22567,1
14880,1
10561,0
21607,1
19842,1
4836,0
19224,1
2901,0
16260,1
5399,0
7643,0
28667,1
15365,1
3486,0
2300,0
1179,0
5832,0
229,0
8336,0
28327,1
12620,0
18546,1
28764,1
14045,0
7185,0
9573,0
16964,1
28677,1
28102,1
19143,1
27495,1
5248,0
12362,0
20230,1
5454,0
1605,0
10407,0
12406,0
14749,1
5483,0
25293,1
11752,0
12544,0
15009,1
2625,0
20012,1
811,0
7566,0
12774,0
27628,1
8111,0
6257,0
14463,0
15522,1
18629,1
22258,1
12363,0
4060,0
13865,0
14112,0
26599,1
20295,1
19342,1
23397,1
6724,0
9626,0
27692,1
13275,0
12137,0
16011,1
25126,1
20115,1
6517,0
28646,1
18602,1
18551,1
14873,1
10200,0
13641,0
16792,1
24488,1
14056,0
15133,1
19661,1
4422,0
8727,0
7981,0
15026,1
25996,1
1356,0
20708,1
7072,0
29035,1
8169,0
21466,1
28178,1
23856,1
27665,1
25240,1
202,0
21757,1
25001,1
16586,1
10631,0
18227,1
25860,1
5139,0
14200,0
10277,0
3258,0
546,0
6569,0
14327,0
25356,1
15004,1
15949,1
6805,0
23524,1
20919,1
5666,0
1015,0
7330,0
21658,1
25650,1
21134,1
9474,0
25663,1
17990,1
17718,1
4313,0
823,0
302,0
24217,1
20397,1
24019,1
4288,0
22297,1
21251,1
14387,0
25096,1
19728,1
13634,0
10254,0
21524,1
15781,1
8372,0
8245,0
22048,1
4264,0
15380,1
7074,0
16893,1
15122,1
7018,0
28730,1
6298,0
11171,0
27617,1
9395,0
17324,1
22052,1
16628,1
29137,1
16195,1
8401,0
20179,1
10329,0
24211,1
19476,1
20505,1
726,0
26830,1
18990,1
5810,0
8304,0
8029,0
9872,0
14578,0
16245,1
16214,1
22375,1
6977,0
1659,0
7828,0
15360,1
5804,0
16472,1
28950,1
3948,0
1772,0
24146,1
16648,1
17750,1
13793,0
21567,1
22457,1
4514,0
27326,1
9939,0
16520,1
17502,1
6914,0
21826,1
25790,1
27527,1
22313,1
16602,1
9431,0
6174,0
19228,1
20369,1
423,0
3883,0
27962,1
17472,1
14241,0
7265,0
23974,1
26535,1
15264,1
28829,1
20927,1
5341,0
10297,0
8702,0
21127,1
4334,0
9879,0
24074,1
15986,1
28919,1
1342,0
28145,1
23506,1
1425,0
5098,0
9550,0
24181,1
27254,1
25174,1
364,0
11167,0
13126,0
24524,1
22304,1
15314,1
10607,0
12388,0
17346,1
7894,0
5703,0
6527,0
2930,0
9322,0
9448,0
28479,1
4083,0
6132,0
24313,1
4728,0
8969,0
4403,0
1423,0
8485,0
25887,1
3704,0
11971,0
20484,1
6454,0
2521,0
18619,1
19471,1
1492,0
164,0
8573,0
16148,1
12728,0
9318,0
12996,0
2143,0
6583,0
24747,1
20386,1
12278,0
10506,0
5959,0
2828,0
2228,0
15585,1
24321,1
9915,0
24201,1
5261,0
11596,0
15357,1
10344,0
22058,1
22190,1
6803,0
21108,1
20089,1
28878,1
6353,0
10613,0
13003,0
1316,0
1406,0
22521,1
620,0
15048,1
16,0
14801,1
12348,0
17628,1
29241,1
14142,0
3814,0
22778,1
22959,1
13851,0
20279,1
28226,1
24740,1
18409,1
5127,0
2609,0
12143,0
27713,1
27704,1
14322,0
3715,0
25572,1
6093,0
16316,1
6307,0
18301,1
19847,1
9725,0
10248,0
18162,1
11040,0
2400,0
14377,0
9499,0
22370,1
27857,1
19461,1
10452,0
26478,1
21300,1
12439,0
12163,0
10545,0
20531,1
16782,1
5774,0
2070,0
7026,0
8557,0
16617,1
16666,1
25808,1
19185,1
23526,1
25707,1
26235,1
11019,0
1354,0
8558,0
21544,1
6877,0
17109,1
485,0
28271,1
15375,1
8155,0
28153,1
16580,1
25350,1
27837,1
23561,1
28406,1
24704,1
29097,1
6222,0
23765,1
13689,0
18573,1
8805,0
27076,1
23846,1
24938,1
7107,0
23994,1
25944,1
27802,1
17364,1
7291,0
28492,1
21386,1
27917,1
17481,1
20618,1
12557,0
3171,0
11165,0
14438,0
14263,0
299,0
22845,1
12491,0
28795,1
26420,1
22484,1
25173,1
14130,0
4421,0
6188,0
2327,0
17257,1
9399,0
3208,0
16800,1
17638,1
1502,0
22268,1
5937,0
16862,1
764,0
2831,0
15971,1
18728,1
1119,0
13420,0
28203,1
9244,0
15101,1
26546,1
25697,1
3644,0
1602,0
29311,1
9644,0
13099,0
11755,0
20486,1
7903,0
4530,0
18856,1
6099,0
19697,1
12696,0
4088,0
17376,1
9083,0
11390,0
10468,0
28788,1
23176,1
28939,1
26933,1
25006,1
9328,0
4122,0
6742,0
20778,1
24477,1
21395,1
23104,1
25042,1
21105,1
11129,0
5994,0
685,0
13019,0
13370,0
21445,1
22726,1
2563,0
9202,0
11231,0
27439,1
11754,0
4862,0
28563,1
8298,0
900,0
19902,1
10964,0
1227,0
6896,0
25489,1
24315,1
3405,0
8508,0
25690,1
16495,1
23160,1
10265,0
1827,0
16266,1
25424,1
23199,1
23732,1
16463,1
1599,0
27845,1
26400,1
2109,0
8971,0
3856,0
21168,1
24730,1
10060,0
4807,0
2286,0
28472,1
13493,0
5373,0
9766,0
15865,1
11903,0
24158,1
19510,1
1265,0
17325,1
27105,1
24592,1
8868,0
16434,1
5141,0
21884,1
19824,1
16161,1
12828,0
26980,1
20489,1
17002,1
25080,1
17456,1
27560,1
13819,0
13829,0
4300,0
4824,0
20788,1
5720,0
13616,0
12605,0
18390,1
12265,0
10463,0
8642,0
187,0
3471,0
8627,0
25608,1
21449,1
19106,1
14790,1
8578,0
11880,0
25573,1
4005,0
26685,1
24942,1
7760,0
23851,1
22497,1
23764,1
17041,1
9401,0
7804,0
18824,1
9461,0
11227,0
6747,0
28713,1
25938,1
15841,1
24430,1
11783,0
10015,0
3785,0
7452,0
528,0
27722,1
24133,1
310,0
28190,1
14205,0
802,0
2502,0
11389,0
13440,0
18266,1
18897,1
10566,0
28525,1
25299,1
27322,1
23128,1
1477,0
19170,1
23141,1
15315,1
1100,0
28980,1
6358,0
23891,1
25247,1
21687,1
19509,1
2060,0
22408,1
7989,0
5976,0
19218,1
25946,1
20958,1
9899,0
10151,0
13628,0
19506,1
4486,0
2198,0
16921,1
6973,0
12690,0
7803,0
18669,1
28830,1
22853,1
28984,1
28296,1
26749,1
9523,0
524,0
21642,1
18060,1
24431,1
4315,0
17741,1
18972,1
12162,0
10777,0
23272,1
23605,1
14606,0
27745,1
1135,0
15662,1
12381,0
29038,1
10657,0
27738,1
23930,1
28092,1
22996,1
24273,1
5437,0
27538,1
24753,1
16351,1
22112,1
13736,0
95,0
19193,1
25958,1
29047,1
6948,0
26880,1
7264,0
23060,1
20496,1
13972,0
20808,1
23215,1
3730,0
7754,0
11090,0
22467,1
18051,1
5965,0
20649,1
8030,0
11175,0
7678,0
2005,0
22615,1
19316,1
26117,1
2049,0
23055,1
13244,0
4819,0
11359,0
7653,0
21911,1
15659,1
16395,1
15205,1
17136,1
18753,1
4987,0
27224,1
13491,0
25645,1
23311,1
16201,1
10636,0
12513,0
24348,1
15751,1
19555,1
6267,0
3186,0
0,0
22300,1
15435,1
2277,0
26671,1
9006,0
26673,1
22817,1
7541,0
12502,0
10989,0
10703,0
23232,1
6157,0
16386,1
27204,1
12465,0
6823,0
2168,0
6207,0
23404,1
3260,0
24976,1
19350,1
9055,0
27536,1
307,0
9517,0
21427,1
1196,0
25426,1
21236,1
19777,1
28601,1
3436,0
4607,0
25705,1
24687,1
23840,1
23782,1
19866,1
3180,0
23385,1
23125,1
17912,1
290,0
23711,1
14921,1
16714,1
5435,0
17784,1
17429,1
26286,1
3852,0
437,0
1501,0
27736,1
7337,0
26638,1
15752,1
5484,0
16163,1
16050,1
18111,1
20103,1
25597,1
21863,1
8154,0
11344,0
2268,0
6362,0
28020,1
10314,0
24024,1
13633,0
820,0
17683,1
6387,0
19854,1
22710,1
3129,0
25339,1
17242,1
641,0
4639,0
651,0
1017,0
1578,0
5787,0
1019,0
25312,1
27675,1
25527,1
19660,1
22189,1
24340,1
1792,0
20648,1
25896,1
8997,0
18932,1
22051,1
10811,0
13001,0
13827,0
8907,0
15433,1
7049,0
18082,1
10415,0
19523,1
28400,1
20707,1
15438,1
6021,0
3085,0
20439,1
7926,0
5476,0
20285,1
18351,1
27767,1
2940,0
13349,0
7815,0
22583,1
5599,0
7578,0
10569,0
20989,1
18740,1
26589,1
1404,0
10390,0
11233,0
17911,1
2744,0
7202,0
18246,1
1909,0
14819,1
28737,1
10679,0
22515,1
4756,0
19366,1
24237,1
23642,1
27948,1
24521,1
12786,0
4974,0
5372,0
12578,0
20259,1
15362,1
10441,0
10570,0
11847,0
7303,0
27246,1
2356,0
962,0
1307,0
23098,1
26347,1
22063,1
26086,1
7885,0
25517,1
6571,0
2861,0
1798,0
6830,0
15103,1
4189,0
4690,0
20411,1
6521,0
7714,0
2039,0
1718,0
11485,0
22064,1
28865,1
20961,1
3607,0
21897,1
17903,1
5682,0
12998,0
18486,1
16534,1
22798,1
26270,1
86,0
24928,1
22238,1
4151,0
6627,0
16292,1
17948,1
21278,1
17269,1
6233,0
26921,1
22672,1
29020,1
27774,1
3961,0
23500,1
19241,1
10396,0
7192,0
14374,0
26258,1
15772,1
12287,0
27123,1
17035,1
3459,0
11030,0
26999,1
16097,1
14240,0
16904,1
2626,0
10373,0
11763,0
22749,1
2373,0
1750,0
18611,1
3756,0
9595,0
4783,0
18959,1
15861,1
19453,1
3463,0
22162,1
8309,0
15661,1
14232,0
6626,0
12799,0
2149,0
19641,1
6884,0
5942,0
28949,1
9546,0
9778,0
8813,0
1043,0
15860,1
6620,0
15902,1
6354,0
18061,1
3117,0
11809,0
18254,1
2544,0
7223,0
17687,1
18433,1
20589,1
10462,0
9386,0
16544,1
10387,0
29308,1
26098,1
18773,1
20938,1
19543,1
14233,0
10437,0
5355,0
27426,1
3776,0
18923,1
12814,0
27278,1
18867,1
14165,0
15109,1
3281,0
28559,1
15219,1
18555,1
16620,1
20082,1
19384,1
14842,1
2310,0
8249,0
5421,0
21269,1
395,0
3063,0
20319,1
29295,1
24903,1
5177,0
19741,1
20262,1
17094,1
26190,1
6559,0
12600,0
7342,0
28065,1
11996,0
1210,0
7868,0
18919,1
28541,1
28751,1
28160,1
4622,0
3708,0
7874,0
14480,0
5393,0
7292,0
5796,0
19159,1
3828,0
20641,1
28139,1
16008,1
6258,0
28589,1
28087,1
4518,0
16704,1
9280,0
29200,1
13779,0
8757,0
4548,0
20861,1
14961,1
12707,0
647,0
12939,0
23983,1
1327,0
26185,1
21936,1
24448,1
16969,1
25892,1
26334,1
19653,1
6865,0
19142,1
5301,0
16720,1
10863,0
5477,0
11580,0
23690,1
28720,1
12657,0
7796,0
3824,0
16086,1
8251,0
24810,1
27265,1
7460,0
15386,1
8235,0
3000,0
16025,1
27598,1
11825,0
26029,1
3777,0
3812,0
6121,0
11248,0
1700,0
15515,1
4693,0
18603,1
4617,0
13891,0
7475,0
3243,0
22973,1
12677,0
16030,1
26067,1
869,0
8798,0
8287,0
17196,1
25832,1
11770,0
12064,0
1461,0
18205,1
25014,1
8390,0
26417,1
2380,0
5043,0
25311,1
6800,0
28908,1
868,0
3871,0
5054,0
19563,1
1374,0
24392,1
13016,0
33,0
1071,0
20545,1
11841,0
24588,1
4408,0
28951,1
14252,0
1004,0
13171,0
10431,0
7527,0
16869,1
17455,1
3951,0
10038,0
23622,1
14145,0
14987,1
24902,1
19044,1
12017,0
4272,0
18949,1
13300,0
24583,1
12951,0
28566,1
26561,1
9875,0
8096,0
2250,0
11422,0
4662,0
26393,1
28582,1
12630,0
19859,1
28370,1
18151,1
24176,1
22631,1
26064,1
7323,0
29213,1
16771,1
542,0
38,0
2333,0
18547,1
20332,1
1545,0
7261,0
25415,1
22282,1
11327,0
16383,1
21327,1
12252,0
912,0
14459,0
22900,1
3887,0
16234,1
6272,0
15995,1
3869,0
13561,0
15542,1
28414,1
22577,1
6305,0
28075,1
18607,1
27290,1
4494,0
5249,0
12010,0
7789,0
47,0
18656,1
5853,0
23581,1
10406,0
5731,0
5319,0
1211,0
13806,0
6522,0
4129,0
9387,0
2244,0
25888,1
26793,1
19753,1
11766,0
28733,1
24304,1
10633,0
27794,1
763,0
21081,1
583,0
28448,1
27238,1
24433,1
25467,1
10103,0
15135,1
19370,1
2321,0
10527,0
26942,1
23329,1
6550,0
8515,0
16920,1
19942,1
2155,0
12389,0
13417,0
12934,0
9876,0
25009,1
16389,1
5782,0
10272,0
24762,1
503,0
4084,0
1005,0
15919,1
17789,1
5790,0
28462,1
18465,1
5913,0
25354,1
28910,1
7917,0
23263,1
26593,1
6425,0
25132,1
5433,0
22485,1
18341,1
753,0
25803,1
9157,0
12968,0
3516,0
7630,0
6051,0
11334,0
23320,1
648,0
6686,0
13357,0
15091,1
10093,0
5096,0
21815,1
27350,1
20540,1
12834,0
3733,0
4673,0
15035,1
13830,0
10098,0
16663,1
3666,0
26718,1
13687,0
13575,0
1670,0
13751,0
20766,1
21312,1
9062,0
19821,1
7876,0
13243,0
2775,0
599,0
23129,1
2510,0
8380,0
15521,1
9012,0
20817,1
27786,1
14909,1
20156,1
24824,1
10181,0
13427,0
21666,1
9555,0
2059,0
5881,0
15704,1
21181,1
20783,1
22076,1
26827,1
20706,1
3395,0
17243,1
9983,0
12511,0
4937,0
1711,0
6251,0
21943,1
2587,0
4269,0
20020,1
15208,1
19724,1
26621,1
2334,0
4150,0
10208,0
6165,0
27813,1
12862,0
4091,0
28755,1
9540,0
5417,0
10159,0
25062,1
5244,0
13903,0
22924,1
24557,1
29021,1
15561,1
26372,1
21468,1
29206,1
22922,1
10474,0
7746,0
406,0
23237,1
22534,1
12450,0
27107,1
14887,1
22201,1
19030,1
25428,1
22455,1
6613,0
22847,1
22126,1
3450,0
10614,0
19836,1
5636,0
4808,0
11649,0
27436,1
20944,1
20717,1
20466,1
8760,0
4916,0
17469,1
22296,1
27688,1
23535,1
2370,0
6025,0
24652,1
7776,0
4726,0
20352,1
19527,1
7573,0
28110,1
17787,1
24726,1
5908,0
27185,1
23145,1
18715,1
1147,0
24173,1
18771,1
3345,0
22377,1
5812,0
10687,0
10715,0
13220,0
19899,1
16179,1
9411,0
24212,1
22067,1
26430,1
23053,1
21816,1
1482,0
26156,1
2819,0
1552,0
1011,0
16249,1
25947,1
21460,1
18214,1
15803,1
10351,0
10920,0
4093,0
14088,0
17831,1
27926,1
16581,1
16957,1
1959,0
27209,1
14829,1
12281,0
9649,0
10712,0
9253,0
18372,1
13671,0
11621,0
28804,1
23992,1
14134,0
28905,1
3536,0
17591,1
19537,1
21512,1
27849,1
22564,1
11515,0
19828,1
10978,0
22777,1
14101,0
3030,0
25508,1
20440,1
4909,0
16187,1
5064,0
1440,0
25000,1
19557,1
23384,1
15478,1
5589,0
11719,0
20626,1
20556,1
16227,1
5020,0
16697,1
23122,1
28860,1
8615,0
10934,0
7240,0
22800,1
3019,0
21522,1
15677,1
24633,1
5950,0
3114,0
20728,1
14329,0
2145,0
26207,1
17564,1
24777,1
16479,1
20031,1
9444,0
16970,1
8203,0
6655,0
22480,1
19321,1
6395,0
19157,1
10543,0
2106,0
3549,0
4917,0
435,0
25993,1
7764,0
14803,1
3825,0
13028,0
5118,0
3012,0
4166,0
15441,1
18234,1
8498,0
14718,1
27687,1
21038,1
10616,0
17484,1
18535,1
24165,1
16379,1
23051,1
5966,0
23466,1
2975,0
24821,1
5446,0
2639,0
23691,1
16073,1
2317,0
27078,1
28136,1
23844,1
3323,0
20539,1
11120,0
2966,0
13020,0
26231,1
12881,0
7777,0
24785,1
23555,1
28135,1
17079,1
21885,1
3878,0
6407,0
26895,1
11190,0
5673,0
8785,0
28784,1
28953,1
17301,1
13437,0
9490,0
26525,1
21958,1
16393,1
5580,0
19409,1
22569,1
18059,1
19408,1
20131,1
10283,0
18684,1
8460,0
18250,1
12476,0
468,0
16418,1
1393,0
16499,1
7113,0
12341,0
15695,1
3184,0
14631,0
1534,0
14435,0
19111,1
179,0
22100,1
26059,1
20723,1
8120,0
24966,1
20258,1
14299,0
8012,0
7363,0
459,0
12147,0
10459,0
7084,0
8067,0
14534,0
17650,1
14282,0
17442,1
8563,0
5915,0
22091,1
9592,0
24665,1
19015,1
24,0
20241,1
5422,0
17083,1
13627,0
8925,0
7024,0
20844,1
6495,0
3653,0
13031,0
19698,1
3125,0
29057,1
5370,0
1833,0
23431,1
8018,0
28217,1
3179,0
24096,1
17105,1
26399,1
306,0
24271,1
24603,1
10658,0
1101,0
24311,1
25826,1
4580,0
4361,0
16740,1
25347,1
19388,1
23658,1
21766,1
815,0
16350,1
23446,1
21832,1
28699,1
1811,0
2648,0
22860,1
9774,0
22940,1
21042,1
1134,0
15417,1
189,0
15595,1
14965,1
12408,0
678,0
28273,1
4456,0
26585,1
25076,1
25226,1
2701,0
5460,0
3552,0
11189,0
12301,0
11859,0
16521,1
11464,0
13595,0
18012,1
26496,1
13331,0
24599,1
916,0
2673,0
4511,0
11222,0
19504,1
19379,1
12550,0
22234,1
18480,1
21314,1
13988,0
12023,0
1511,0
12534,0
26928,1
1648,0
23735,1
15555,1
1287,0
5262,0
17614,1
2433,0
2632,0
15335,1
21254,1
18892,1
10397,0
7290,0
2021,0
6019,0
13822,0
18430,1
3360,0
27865,1
832,0
580,0
20109,1
2799,0
27547,1
16076,1
3447,0
22892,1
21940,1
1725,0
1473,0
12729,0
15947,1
8989,0
4469,0
18997,1
4246,0
17532,1
18887,1
11833,0
14748,1
8559,0
9187,0
2466,0
3470,0
8653,0
28621,1
1551,0
16015,1
9609,0
10615,0
27808,1
9223,0
25500,1
7550,0
14163,0
27568,1
21813,1
28606,1
26669,1
6345,0
14630,0
7621,0
20100,1
18839,1
6404,0
16205,1
18876,1
18639,1
27753,1
27654,1
8756,0
21138,1
469,0
27895,1
14642,1
12623,0
9639,0
13494,0
14415,0
19463,1
2302,0
20050,1
8987,0
3090,0
19137,1
16305,1
11451,0
13563,0
20780,1
17627,1
12155,0
23843,1
16535,1
23136,1
25005,1
16514,1
27019,1
25709,1
6065,0
11769,0
6833,0
26569,1
14865,1
23374,1
186,0
3080,0
23559,1
19024,1
4818,0
4101,0
26650,1
1207,0
17340,1
4043,0
20639,1
434,0
19330,1
19372,1
8781,0
7434,0
24175,1
25122,1
490,0
26472,1
2311,0
28451,1
6924,0
27037,1
14295,0
25725,1
17582,1
16518,1
26483,1
2202,0
23734,1
4847,0
15074,1
481,0
24293,1
25524,1
21577,1
3465,0
8118,0
29094,1
27213,1
23714,1
14928,1
5011,0
2392,0
18021,1
16288,1
10013,0
23746,1
16124,1
9561,0
23392,1
28047,1
10604,0
23736,1
20565,1
2806,0
8453,0
4443,0
17402,1
17958,1
19039,1
2765,0
2514,0
14799,1
12952,0
15312,1
1274,0
21034,1
7966,0
21211,1
17305,1
23929,1
879,0
12320,0
15688,1
22713,1
9267,0
9930,0
18613,1
5947,0
5508,0
3984,0
28535,1
8433,0
10781,0
27782,1
9898,0
21987,1
12268,0
23935,1
12332,0
18484,1
8521,0
16840,1
2998,0
13471,0
2348,0
6048,0
6596,0
19124,1
18557,1
9801,0
25031,1
13018,0
9137,0
18220,1
12211,0
11835,0
7931,0
13044,0
28793,1
29087,1
10551,0
8128,0
21600,1
6289,0
17350,1
9820,0
15321,1
432,0
1174,0
18022,1
25058,1
7199,0
24460,1
26777,1
9521,0
9379,0
9101,0
26428,1
26245,1
11956,0
7400,0
19634,1
3252,0
15432,1
26649,1
10069,0
25934,1
9468,0
17875,1
10810,0
11822,0
13173,0
25943,1
14691,1
3155,0
8333,0
2398,0
5081,0
8646,0
7447,0
18121,1
21812,1
8880,0
29141,1
13535,0
12189,0
5463,0
8463,0
14247,0
25553,1
29009,1
28571,1
973,0
17597,1
16712,1
18805,1
25263,1
21835,1
9941,0
19982,1
3792,0
23044,1
600,0
15571,1
19987,1
18806,1
18278,1
28209,1
8736,0
18346,1
8816,0
29253,1
15105,1
13193,0
6350,0
4990,0
14936,1
7198,0
29248,1
26994,1
6947,0
24485,1
10328,0
5377,0
10699,0
21165,1
2214,0
978,0
11756,0
3010,0
26296,1
22717,1
11514,0
25204,1
25043,1
15942,1
11354,0
13843,0
9902,0
6590,0
13930,0
28046,1
17318,1
19472,1
26158,1
9236,0
15698,1
16668,1
11683,0
3269,0
16974,1
11711,0
28295,1
15648,1
11538,0
27359,1
1903,0
20506,1
4971,0
27731,1
5875,0
19306,1
11104,0
21758,1
2869,0
12271,0
1417,0
13990,0
2857,0
23946,1
21320,1
4163,0
20402,1
1029,0
9181,0
20343,1
13162,0
1965,0
11658,0
25131,1
21734,1
18784,1
2652,0
24182,1
935,0
23832,1
1568,0
13172,0
7892,0
14272,0
6798,0
9331,0
13878,0
26936,1
19990,1
25769,1
26288,1
11748,0
2852,0
6963,0
5155,0
11260,0
12902,0
27198,1
7697,0
665,0
23554,1
4993,0
4951,0
21684,1
6381,0
943,0
8025,0
11896,0
5586,0
2803,0
18703,1
17078,1
12291,0
29150,1
25297,1
22333,1
24540,1
20354,1
17323,1
21982,1
27010,1
13380,0
4910,0
28787,1
21308,1
24425,1
2660,0
13475,0
28768,1
24580,1
6554,0
15270,1
816,0
16762,1
10779,0
16492,1
6514,0
26009,1
19233,1
22804,1
2225,0
4760,0
7130,0
28243,1
11350,0
25491,1
28706,1
1007,0
21212,1
12925,0
23761,1
7221,0
13360,0
28890,1
21414,1
14339,0
13513,0
4941,0
23045,1
213,0
3295,0
24351,1
6432,0
14291,0
22908,1
17212,1
7513,0
27005,1
23123,1
7081,0
15245,1
5203,0
6959,0
10068,0
12247,0
19547,1
6089,0
28977,1
1412,0
4439,0
4833,0
19020,1
26025,1
27393,1
28386,1
1351,0
18447,1
15102,1
21028,1
19578,1
8544,0
649,0
2864,0
11207,0
8243,0
6308,0
18375,1
26153,1
20410,1
10833,0
112,0
12768,0
9990,0
24218,1
21526,1
25133,1
16868,1
7439,0
8174,0
27734,1
8095,0
18270,1
8163,0
24823,1
5458,0
14918,1
2243,0
11828,0
5690,0
22007,1
26045,1
386,0
24106,1
6028,0
1963,0
9464,0
27960,1
15693,1
12618,0
24503,1
5189,0
15419,1
27980,1
3356,0
9314,0
19606,1
27510,1
22368,1
14316,0
14746,1
15790,1
8292,0
20247,1
28454,1
21091,1
21331,1
17821,1
22806,1
22403,1
20994,1
27697,1
7608,0
16396,1
23911,1
17966,1
13000,0
17965,1
2604,0
8523,0
13326,0
4881,0
16993,1
402,0
13094,0
16309,1
311,0
12883,0
17757,1
13746,0
9612,0
207,0
25647,1
19001,1
3712,0
1061,0
14618,0
277,0
21288,1
16034,1
17855,1
20204,1
4692,0
8288,0
3195,0
20663,1
5260,0
15376,1
8122,0
9781,0
12365,0
8116,0
18130,1
16625,1
25622,1
8177,0
28552,1
2980,0
2742,0
1543,0
28806,1
22926,1
28463,1
25064,1
6878,0
3557,0
11234,0
11911,0
26750,1
28811,1
23278,1
8887,0
22792,1
25970,1
10774,0
14997,1
19213,1
18411,1
18032,1
19365,1
22609,1
24827,1
26431,1
5492,0
20620,1
12431,0
6,0
25897,1
15735,1
29238,1
3400,0
5704,0
1199,0
14558,0
21791,1
5823,0
24484,1
13996,0
3580,0
10426,0
22880,1
8602,0
26653,1
13771,0
18262,1
18912,1
8683,0
12793,0
6375,0
7685,0
22366,1
25349,1
15261,1
7114,0
26042,1
2532,0
161,0
17132,1
6617,0
17719,1
11850,0
16803,1
23680,1
17556,1
11830,0
25819,1
17672,1
25639,1
11212,0
19609,1
27281,1
18513,1
5320,0
1968,0
26171,1
10163,0
9504,0
7373,0
22718,1
27542,1
16856,1
3296,0
6683,0
8146,0
25392,1
25461,1
2974,0
12483,0
14822,1
17445,1
8481,0
3413,0
1112,0
27876,1
91,0
1732,0
6119,0
29260,1
16670,1
20038,1
7028,0
9073,0
22397,1
8318,0
25937,1
9426,0
324,0
26390,1
4826,0
12327,0
2337,0
5029,0
6447,0
14317,0
4913,0
14900,1
24607,1
19746,1
13305,0
7344,0
26221,1
9991,0
20010,1
19325,1
2984,0
22340,1
22838,1
12554,0
21333,1
8525,0
21707,1
5697,0
2420,0
13430,0
3439,0
7416,0
23508,1
9286,0
6399,0
773,0
29276,1
20612,1
5488,0
2770,0
21216,1
15528,1
25701,1
959,0
20537,1
27674,1
24490,1
20387,1
19636,1
19496,1
27475,1
21712,1
742,0
4457,0
13350,0
22783,1
10717,0
5160,0
2829,0
19648,1
9638,0
21948,1
19483,1
27949,1
2067,0
10875,0
4116,0
15406,1
27950,1
11556,0
21697,1
28147,1
18473,1
6525,0
9470,0
6324,0
8555,0
14412,0
15699,1
17880,1
5272,0
13468,0
7908,0
2023,0
1766,0
8638,0
8053,0
1817,0
4527,0
5186,0
3308,0
28484,1
28458,1
10273,0
17647,1
28671,1
26857,1
25261,1
24591,1
7943,0
27822,1
4049,0
6413,0
21311,1
3884,0
4687,0
20567,1
7583,0
17000,1
7598,0
13945,0
28643,1
18734,1
8797,0
20594,1
4011,0
12151,0
8020,0
6309,0
26806,1
6552,0
15462,1
10596,0
16403,1
24487,1
21917,1
942,0
5593,0
7408,0
29127,1
13431,0
2509,0
6022,0
14174,0
19980,1
18712,1
22198,1
3659,0
13485,0
3911,0
9957,0
8172,0
13039,0
10154,0
16728,1
12471,0
2779,0
10710,0
15788,1
4050,0
16208,1
19448,1
25205,1
21822,1
27296,1
18156,1
21351,1
25457,1
2480,0
20508,1
10352,0
17871,1
17493,1
638,0
28045,1
22784,1
18709,1
24666,1
6097,0
19177,1
16789,1
9028,0
3416,0
24849,1
25287,1
5822,0
11633,0
18362,1
26423,1
6141,0
5451,0
11031,0
25208,1
16610,1
493,0
17751,1
8037,0
25472,1
23181,1
21872,1
18635,1
3655,0
9057,0
8753,0
20979,1
1388,0
14764,1
5416,0
10778,0
1267,0
8995,0
3384,0
24020,1
27034,1
27014,1
