,swin,stcpb,dtcpb,dwin,trans_depth,response_body_len,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,is_sm_ips_ports,label
25225,0,0,0,0,0,0,0,0,0,0,1
15670,255,1617776350,1628638611,255,0,0,0,0,0,0,0
6675,255,691706605,2240426389,255,0,0,0,0,0,0,1
20672,255,42213256,2107153303,255,0,0,0,0,0,0,1
34522,255,0,0,0,0,0,0,0,0,0,0
5568,0,0,0,0,0,0,0,0,0,0,1
19435,255,3320541088,532655763,255,0,0,0,0,0,0,0
18450,255,4039885866,2960094092,255,0,0,0,0,0,0,0
26140,255,1297329383,2340668743,255,0,0,0,0,0,0,1
4323,0,0,0,0,0,0,0,0,0,0,1
22847,255,1636301838,3798975352,255,0,0,0,0,0,0,1
19557,255,431423378,1004017977,255,0,0,0,0,0,0,0
21003,255,1485325618,1639525938,255,1,269,0,0,1,0,1
2723,0,0,0,0,0,0,0,0,0,0,1
17577,0,0,0,0,0,0,0,0,0,0,0
17665,255,650586872,736988773,255,0,0,0,0,0,0,0
18439,255,1495124468,137456064,255,0,0,0,0,0,0,0
3401,255,2865669711,2816138332,255,1,0,0,0,1,0,1
17535,255,552245502,2697958494,255,0,0,0,0,0,0,0
15259,0,0,0,0,0,0,0,0,0,0,0
19574,255,105103587,2257248751,255,0,0,0,0,0,0,1
23634,0,0,0,0,0,0,0,0,0,0,1
21633,255,1938193030,1875503820,255,0,0,0,0,0,0,1
16291,0,0,0,0,0,0,0,0,0,0,0
20399,255,3739766699,3875796916,255,2,4078,0,0,1,0,1
12321,255,1866984304,1875277652,255,0,0,0,0,0,0,0
25317,0,0,0,0,0,0,0,0,0,0,1
15439,255,2174139228,29744406,255,0,0,0,0,0,0,0
27,255,0,0,0,0,0,0,0,0,0,0
19896,255,4170725271,4066951386,255,0,0,0,0,0,0,1
36026,255,775458264,3247610918,255,0,0,0,0,0,0,0
20879,0,0,0,0,0,0,0,0,0,0,1
12036,0,0,0,0,0,0,0,0,0,0,0
6274,0,0,0,0,0,0,0,0,0,0,1
19080,255,954332731,385992585,255,0,0,0,0,0,0,0
6666,0,0,0,0,0,0,0,0,0,0,1
4363,0,0,0,0,0,0,0,0,0,0,1
19090,255,1465909767,2128807867,255,0,0,0,0,0,0,0
37952,255,2980071469,676762506,255,1,259,0,0,4,0,0
27413,0,0,0,0,0,0,0,0,0,0,1
19248,255,4117010530,3817738329,255,1,244,0,0,1,0,0
18051,255,516618413,435615934,255,0,0,0,0,0,0,0
32730,0,0,0,0,0,0,0,0,0,0,1
34786,255,589246546,2497071552,255,0,0,0,0,0,0,0
9533,0,0,0,0,0,0,0,0,0,0,1
34695,255,3540518327,2094598400,255,0,0,0,0,0,0,0
37722,255,0,0,0,0,0,0,0,0,0,0
6238,255,86663702,3010034533,255,0,0,0,0,0,0,1
27273,255,2402655353,728544173,255,0,0,0,0,0,0,1
23066,255,2241137022,4208228688,255,1,0,0,0,1,0,1
12187,255,1767635814,1788328107,255,0,0,0,0,0,0,0
1847,255,1944114710,2756518730,255,1,0,0,0,1,0,1
6856,0,0,0,0,0,0,0,0,0,0,1
10850,0,0,0,0,0,0,0,0,0,0,1
31722,255,129660738,3983717250,255,0,0,0,0,0,0,1
4248,0,0,0,0,0,0,0,0,0,0,1
5968,0,0,0,0,0,0,0,0,0,0,1
29703,0,0,0,0,0,0,0,0,0,0,1
2235,0,0,0,0,0,0,0,0,0,0,1
26865,0,0,0,0,0,0,0,0,0,0,1
21556,255,368163285,2212077093,255,0,0,0,0,0,0,1
25457,255,2851098372,1329925566,255,1,548,0,0,1,0,1
16770,0,0,0,0,0,0,0,0,0,0,0
25786,255,3480179145,3010094292,255,0,0,0,0,0,0,1
14624,255,1687703914,3844217863,255,0,0,0,0,0,0,0
2279,0,0,0,0,0,0,0,0,0,0,1
3834,0,0,0,0,0,0,0,0,0,0,1
9646,255,1999830425,337560949,255,1,834,0,0,1,0,1
30604,0,0,0,0,0,0,0,0,0,0,1
4108,0,0,0,0,0,0,0,0,0,0,1
911,255,1144887368,3607208405,255,0,0,0,0,0,0,1
4762,0,0,0,0,0,0,0,0,0,0,1
28338,255,2359983740,1115078174,255,0,0,0,0,0,0,1
6890,0,0,0,0,0,0,0,0,0,0,1
32656,0,0,0,0,0,0,0,0,0,0,1
11790,255,674345780,2598173413,255,1,0,0,0,1,0,1
1173,255,2405617046,4061455863,255,0,0,0,0,0,0,1
12070,0,0,0,0,0,0,0,0,0,0,0
8212,255,1493451828,3571753050,255,0,0,0,0,0,0,1
22415,255,1030950111,764558152,255,1,3180,0,0,1,0,1
19052,0,0,0,0,0,0,0,0,0,1,0
35369,255,1280807691,1011998428,255,0,0,0,0,0,0,0
22097,255,1230449789,3034309991,255,0,0,0,0,0,0,1
30120,0,0,0,0,0,0,0,0,0,0,1
32845,255,2285045902,209902208,255,1,0,0,0,1,0,1
6487,0,0,0,0,0,0,0,0,0,0,1
32244,255,3010855176,3211297499,255,0,0,0,0,0,0,1
24516,255,3748035748,1858119923,255,0,0,0,0,0,0,1
31632,255,3932185345,1959918884,255,0,0,0,0,0,0,1
17816,255,4084017480,4085014008,255,0,0,0,0,0,0,0
3623,255,990024854,1509344514,255,0,0,0,0,0,0,1
36657,255,4098965873,3324325651,255,0,0,0,0,0,0,0
17108,255,1860517327,1861532928,255,1,3924,0,0,1,0,0
19509,0,0,0,0,0,0,0,0,0,0,0
14528,0,0,0,0,0,0,0,0,0,0,0
39249,255,1505845887,1819507034,255,0,0,0,0,0,0,0
10738,255,833309331,180134353,255,1,1663,0,0,1,0,1
14498,255,2173349073,28237029,255,0,0,0,0,0,0,0
29803,0,0,0,0,0,0,0,0,0,0,1
2326,255,1341694613,980511234,255,0,0,0,0,0,0,1
28292,0,0,0,0,0,0,0,0,0,0,1
26095,0,0,0,0,0,0,0,0,0,0,1
33178,255,246947695,2195255296,255,0,0,0,0,0,0,1
34601,255,3979848344,4108885850,255,0,0,0,0,0,0,0
37907,255,942429060,3807336209,255,0,0,0,0,0,0,0
9413,255,22266165,1027080085,255,1,229,0,0,1,0,1
35692,255,3896413003,485647335,255,0,0,0,0,0,0,0
16816,255,3104330445,959281223,255,0,0,0,0,0,0,0
7457,0,0,0,0,0,0,0,0,0,0,1
17703,0,0,0,0,0,0,0,0,0,0,0
40090,0,0,0,0,0,0,0,0,0,0,0
2440,255,2928303374,683083762,255,0,0,0,0,0,0,1
25158,0,0,0,0,0,0,0,0,0,0,1
24303,255,1058397911,1966236253,255,1,93,0,0,1,0,1
19945,255,3468765312,2146208350,255,1,0,0,0,1,0,1
40414,255,4062561781,2410395486,255,0,0,0,0,0,0,0
33731,255,3501163897,3050327880,255,0,0,0,0,0,0,1
37547,255,173666228,577187635,255,1,128,0,0,4,0,0
1993,255,2963864397,4165026385,255,1,0,0,0,1,0,1
15998,255,2298909015,2317759438,255,0,0,0,0,0,0,0
20329,255,2680639479,1866133696,255,1,0,0,0,1,0,1
36141,255,2646581716,3399775166,255,0,0,0,0,0,0,0
29008,255,2233228882,457886152,255,0,0,0,0,0,0,1
6250,0,0,0,0,0,0,0,0,0,0,1
7715,0,0,0,0,0,0,0,0,0,0,1
16335,255,1941401742,2045263540,255,0,0,0,0,0,0,0
4210,0,0,0,0,0,0,0,0,0,0,1
26133,255,489710549,2673458930,255,0,0,0,0,0,0,1
17258,255,25549831,2176217590,255,0,0,1,1,0,0,0
2613,255,3983644043,25650311,255,1,2413,0,0,1,0,1
36739,255,237693684,2030738860,255,0,0,0,0,0,0,0
4166,0,0,0,0,0,0,0,0,0,0,1
36933,255,2240659083,168608218,255,0,0,0,0,0,0,0
40171,255,1255520063,518917342,255,0,0,0,0,0,0,0
29080,0,0,0,0,0,0,0,0,0,0,1
22974,0,0,0,0,0,0,0,0,0,0,1
25108,0,0,0,0,0,0,0,0,0,0,1
21551,255,2739009767,503629124,255,0,0,0,0,0,0,1
15864,255,3646129686,3680841619,255,1,3924,0,0,1,0,0
35290,255,898051872,3978031518,255,0,0,0,0,0,0,0
3108,0,0,0,0,0,0,0,0,0,0,1
11250,0,0,0,0,0,0,0,0,0,0,1
6480,0,0,0,0,0,0,0,0,0,0,1
18579,0,0,0,0,0,0,0,0,0,0,0
32227,255,2740072073,3298118005,255,0,0,0,0,0,0,1
5478,0,0,0,0,0,0,0,0,0,0,1
34121,255,3786708408,1129281798,255,0,0,0,0,0,0,1
3527,255,3116756537,2493447222,255,0,0,0,0,0,0,1
10978,255,17734597,1595159457,255,1,787,0,0,16,0,1
21966,255,2455604542,531708498,255,0,0,0,0,0,0,1
18827,255,932929245,1350184131,255,0,0,0,0,0,0,0
13899,255,2773745948,647813917,255,0,0,0,0,0,0,0
32072,0,0,0,0,0,0,0,0,0,0,1
12503,255,2269331543,2303300363,255,1,3924,0,0,1,0,0
27799,255,1094743484,2351371805,255,0,0,0,0,0,0,1
31986,0,0,0,0,0,0,0,0,0,0,1
26455,255,3678103367,2250728136,255,0,0,0,0,0,0,1
18646,255,2432147014,564965603,255,0,0,0,0,0,0,0
12713,255,3599664140,3609395528,255,0,0,0,0,0,0,0
28058,0,0,0,0,0,0,0,0,0,0,1
21456,255,1953484774,796473235,255,0,0,0,0,0,0,1
3134,0,0,0,0,0,0,0,0,0,0,1
17481,255,2871510456,2875130520,255,0,0,0,0,0,0,0
13298,255,2408973970,264681570,255,0,0,0,0,0,0,0
15361,255,1245255421,1248935527,255,0,0,0,0,0,0,0
12251,0,0,0,0,0,0,0,0,0,0,0
3768,0,0,0,0,0,0,0,0,0,0,1
137,255,422840241,2269944729,255,0,0,0,0,0,0,1
22174,255,3880891938,1484113940,255,0,0,0,0,0,0,1
15835,0,0,0,0,0,0,0,0,0,0,0
21081,0,0,0,0,0,0,0,0,0,0,1
33159,0,0,0,0,0,0,0,0,0,0,1
2439,0,0,0,0,0,0,0,0,0,0,1
39295,255,3361493361,2622192389,255,0,0,0,0,0,0,0
2745,0,0,0,0,0,0,0,0,0,0,1
26004,0,0,0,0,0,0,0,0,0,0,1
11194,0,0,0,0,0,0,0,0,0,0,1
23868,0,0,0,0,0,0,0,0,0,0,1
2467,255,861691060,528853569,255,0,0,0,0,0,0,1
37900,255,2702501284,2305825030,255,1,142,0,0,1,0,0
9172,255,3412505942,219062832,255,0,0,0,0,0,0,1
22363,255,4090865398,2155145964,255,1,1310,0,0,1,0,1
14047,0,0,0,0,0,0,0,0,0,0,0
740,0,0,0,0,0,0,0,0,0,0,1
1405,0,0,0,0,0,0,0,0,0,0,1
21276,255,3738475984,1460955064,255,0,0,0,0,0,0,1
30762,0,0,0,0,0,0,0,0,0,0,1
9060,255,826904063,3714167379,255,0,0,0,0,0,0,1
16389,0,0,0,0,0,0,0,0,0,0,0
30325,0,0,0,0,0,0,0,0,0,0,1
3724,0,0,0,0,0,0,0,0,0,0,1
111,0,0,0,0,0,0,0,0,0,0,1
7533,0,0,0,0,0,0,0,0,0,0,1
32691,0,0,0,0,0,0,0,0,0,0,1
30739,255,3367453906,3480308714,255,0,0,0,0,0,0,1
30483,255,897711735,1709075819,255,0,0,0,0,0,0,1
16671,255,2009928868,4165823371,255,0,0,0,0,0,0,0
37782,255,0,0,0,0,0,0,0,0,0,0
15241,255,2092998863,4251938840,255,0,0,0,0,0,0,0
33501,255,980096818,807241117,255,0,0,0,0,0,0,1
27968,0,0,0,0,0,0,0,0,0,0,1
33270,255,731523904,1770182430,255,0,0,0,0,0,0,1
1940,0,0,0,0,0,0,0,0,0,0,1
22935,255,572339945,2812425440,255,0,0,0,0,0,0,1
28163,255,4066199110,1327449060,255,0,0,0,0,0,0,1
37178,255,2185446063,3466264570,255,0,0,0,0,0,0,0
24756,255,2944360769,996986739,255,0,0,0,0,0,0,1
878,255,3121834844,1314421479,255,0,0,0,0,0,0,1
4737,0,0,0,0,0,0,0,0,0,0,1
24413,0,0,0,0,0,0,0,0,0,0,1
26878,0,0,0,0,0,0,0,0,0,0,1
28547,255,3844840121,4203157650,255,0,0,0,0,0,0,1
11704,255,2435729520,2612240975,255,1,179,0,0,1,0,1
7814,0,0,0,0,0,0,0,0,0,0,1
21060,0,0,0,0,0,0,0,0,0,0,1
19665,255,3279585049,1189553227,255,0,0,0,0,0,0,1
14314,255,4072515198,1924542021,255,0,0,0,0,0,0,0
34972,255,1024908400,1744751575,255,1,0,0,0,1,0,0
31520,0,0,0,0,0,0,0,0,0,0,1
26422,0,0,0,0,0,0,0,0,0,0,1
4297,255,1880485504,397668245,255,0,0,1,1,0,0,1
38562,255,4004431168,3215785289,255,0,0,0,0,0,0,0
20543,255,45393109,479741767,255,0,0,0,0,0,0,1
40020,255,3234920797,1606444222,255,1,132,0,0,9,0,0
33004,255,2835755602,515172613,255,0,0,0,0,0,0,1
40215,255,3564965429,207489952,255,0,0,0,0,0,0,0
28766,0,0,0,0,0,0,0,0,0,0,1
40351,0,0,0,0,0,0,0,0,0,0,0
16910,255,507739258,508747329,255,0,0,0,0,0,0,0
16428,0,0,0,0,0,0,0,0,0,0,0
15305,255,2205555315,63232322,255,0,0,0,0,0,0,0
19443,255,1161763218,3050485030,255,0,0,0,0,0,0,0
1343,0,0,0,0,0,0,0,0,0,0,1
32329,255,1247799903,2461706765,255,0,0,0,0,0,0,1
10124,255,4096366745,106681141,255,1,263,0,0,1,0,1
13219,255,1490812146,1494484853,255,0,0,0,0,0,0,0
38981,0,0,0,0,0,0,0,0,0,0,0
5657,255,1451760430,186924852,255,1,16036,0,0,1,0,1
38616,255,1226977337,1107461986,255,0,0,0,0,0,0,0
11438,0,0,0,0,0,0,0,0,0,0,1
3175,255,3703051522,815975954,255,0,0,0,0,0,0,1
4110,0,0,0,0,0,0,0,0,0,0,1
21382,255,4211386298,235393484,255,1,721,0,0,1,0,1
19341,0,0,0,0,0,0,0,0,0,0,0
12199,255,1569956549,3723426468,255,0,0,0,0,0,0,0
21996,255,302638411,630420475,255,0,0,0,0,0,0,1
2080,0,0,0,0,0,0,0,0,0,0,1
20528,255,774566638,3136339505,255,0,0,0,0,0,0,1
34683,255,950509765,3780672263,255,0,0,0,0,0,0,0
31717,0,0,0,0,0,0,0,0,0,0,1
6270,255,3494278913,497558409,255,0,0,0,0,0,0,1
7295,0,0,0,0,0,0,0,0,0,0,1
642,255,713560228,959599584,255,0,0,0,0,0,0,1
24704,0,0,0,0,0,0,0,0,0,0,1
39873,255,2277833076,1699590047,255,0,0,0,0,0,0,0
27394,255,2998777305,2138290389,255,0,0,0,0,0,0,1
23195,255,1757985894,998738247,255,0,0,0,0,0,0,1
6532,255,2774996882,4065300598,255,1,0,0,0,1,0,1
17245,255,3742271436,3742557727,255,0,0,0,0,0,0,0
16167,0,0,0,0,0,0,0,0,0,0,0
14299,255,793649300,793952963,255,0,0,0,0,0,0,0
29384,0,0,0,0,0,0,0,0,0,0,1
15958,255,4001752333,1857411814,255,1,3924,0,0,1,0,0
13806,255,2599746693,458197945,255,0,0,0,0,0,0,0
14892,0,0,0,0,0,0,0,0,0,0,0
5240,0,0,0,0,0,0,0,0,0,0,1
13302,0,0,0,0,0,0,0,0,0,0,0
40130,255,862594546,3557740337,255,0,0,0,0,0,0,0
24567,0,0,0,0,0,0,0,0,0,0,1
7674,0,0,0,0,0,0,0,0,0,0,1
30429,0,0,0,0,0,0,0,0,0,0,1
8002,0,0,0,0,0,0,0,0,0,0,1
39565,255,2526295544,4120133412,255,1,166,0,0,1,0,0
5698,0,0,0,0,0,0,0,0,0,0,1
22214,255,1937298187,2760461559,255,0,0,0,0,0,0,1
8255,0,0,0,0,0,0,0,0,0,0,1
8621,255,1246233770,1997428564,255,0,0,1,1,0,0,1
27804,255,2791580633,3961810170,255,1,864,0,0,1,0,1
20118,255,2469117167,1234172293,255,0,0,0,0,0,0,1
12448,0,0,0,0,0,0,0,0,0,0,0
4427,0,0,0,0,0,0,0,0,0,0,1
26358,255,229048404,3810733471,255,0,0,0,0,0,0,1
6330,255,1141209658,717997525,255,0,0,0,0,0,0,1
37057,0,0,0,0,0,0,0,0,0,0,0
12330,0,0,0,0,0,0,0,0,0,0,0
16803,0,0,0,0,0,0,0,0,0,0,0
11386,255,728754478,655734289,255,0,0,0,0,0,0,1
18765,255,52888790,627201738,255,0,0,0,0,0,0,0
10785,0,0,0,0,0,0,0,0,0,0,1
37406,255,1139478612,3209666744,255,0,0,0,0,0,0,0
6910,0,0,0,0,0,0,0,0,0,0,1
30051,0,0,0,0,0,0,0,0,0,0,1
35283,255,1182573809,2985994301,255,0,0,0,0,0,0,0
11891,255,2847769980,708791888,255,0,0,0,0,0,0,0
27307,255,1564108834,2967600796,255,0,0,0,0,0,0,1
31801,0,0,0,0,0,0,0,0,0,0,1
18620,255,210122861,1388673523,255,0,0,0,0,0,0,0
33257,255,4024142802,391471718,255,0,0,0,0,0,0,1
33671,255,1933748217,2913417162,255,0,0,0,0,0,0,1
9678,0,0,0,0,0,0,0,0,0,0,1
25887,0,0,0,0,0,0,0,0,0,0,1
27289,0,0,0,0,0,0,0,0,0,0,1
5387,255,876495352,2344736780,255,1,0,0,0,1,0,1
40205,255,3985280255,3527764735,255,0,0,0,0,0,0,0
34116,255,3159921947,642235779,255,0,0,0,0,0,0,1
25730,255,739691720,3304606583,255,0,0,0,0,0,0,1
24052,255,3420967323,2305253915,255,0,0,0,0,0,0,1
13245,255,4151988332,4152301410,255,0,0,0,0,0,0,0
32399,255,3599488260,3157768451,255,0,0,0,0,0,0,1
38314,255,2658264422,3641195973,255,0,0,0,0,0,0,0
4374,0,0,0,0,0,0,0,0,0,0,1
1219,255,3198336463,687707077,255,0,0,0,0,0,0,1
5855,255,1136191761,3814674801,255,0,0,0,0,0,0,1
3124,0,0,0,0,0,0,0,0,0,0,1
24219,0,0,0,0,0,0,0,0,0,0,1
6297,0,0,0,0,0,0,0,0,0,0,1
28406,0,0,0,0,0,0,0,0,0,0,1
34850,255,2906150044,3830409389,255,0,0,0,0,0,0,0
14133,255,105649863,110903060,255,0,0,0,0,0,0,0
19313,255,1070404840,2548023964,255,1,259,0,0,1,0,0
3799,0,0,0,0,0,0,0,0,0,0,1
19262,255,421369768,145382717,255,0,0,0,0,0,0,0
33795,255,319058697,2975275791,255,0,0,0,0,0,0,1
18342,255,1062589747,273302044,255,0,0,0,0,0,0,0
39632,255,1349148088,3255654325,255,1,129,0,0,1,0,0
3896,255,4031697454,3773771028,255,0,0,0,0,0,0,1
26342,0,0,0,0,0,0,0,0,0,0,1
25395,0,0,0,0,0,0,0,0,0,0,1
18376,255,442795011,445815227,255,1,124,0,0,1,0,0
7153,0,0,0,0,0,0,0,0,0,0,1
22892,255,2679886877,4195174240,255,0,0,0,0,0,0,1
4168,0,0,0,0,0,0,0,0,0,0,1
3280,255,201251311,804516384,255,1,254,0,0,1,0,1
15771,255,76627409,77733986,255,0,0,0,0,0,0,0
39629,255,1111187791,192799216,255,1,228,0,0,4,0,0
23480,255,3356426671,3139323807,255,0,0,0,0,0,0,1
26457,0,0,0,0,0,0,0,0,0,0,1
9714,255,1595653186,1853581470,255,0,0,0,0,0,0,1
33728,255,3193344250,1854255657,255,0,0,0,0,0,0,1
24722,255,2094419492,3452262613,255,1,0,0,0,1,0,1
15130,255,3622318880,3621698429,255,0,0,0,0,0,0,0
32217,0,0,0,0,0,0,0,0,0,0,1
21162,255,2236529322,3184993434,255,0,0,0,0,0,0,1
1987,0,0,0,0,0,0,0,0,0,0,1
24907,0,0,0,0,0,0,0,0,0,0,1
32856,0,0,0,0,0,0,0,0,0,0,1
26897,255,1638499258,2692277420,255,0,0,0,0,0,0,1
10141,255,2924061745,2751247325,255,1,410,0,0,1,0,1
20132,255,295716879,1216928686,255,0,0,0,0,0,0,1
22324,255,1275244579,2165332475,255,0,0,0,0,0,0,1
37367,255,3780518376,2719106695,255,1,0,0,0,1,0,0
11583,255,3994631642,1841665654,255,0,0,0,0,0,0,1
18838,255,2955989476,463887111,255,0,0,0,0,0,0,0
37818,255,0,0,0,0,0,0,0,0,0,0
31021,255,2739279022,3317537557,255,0,0,0,0,0,0,1
13062,0,0,0,0,0,0,0,0,0,0,0
20371,255,1323057981,389670832,255,0,0,0,0,0,0,1
32802,255,3936566298,4073893317,255,0,0,0,0,0,0,1
33516,255,1825461477,4269398010,255,0,0,0,0,0,0,1
6744,0,0,0,0,0,0,0,0,0,0,1
9408,255,783373429,2764209473,255,1,0,0,0,1,0,1
18062,0,0,0,0,0,0,0,0,0,0,0
29668,0,0,0,0,0,0,0,0,0,0,1
31635,255,926710359,3613528609,255,0,0,0,0,0,0,1
34220,255,202378265,1807011155,255,0,0,0,0,0,0,1
11090,255,561928015,3301726008,255,1,109,0,0,1,0,1
16432,0,0,0,0,0,0,0,0,0,0,0
13091,255,3817990701,1672886287,255,0,0,0,0,0,0,0
28355,255,3437269226,79840168,255,0,0,0,0,0,0,1
39986,255,4035480516,2259489267,255,1,133,0,0,1,0,0
2645,0,0,0,0,0,0,0,0,0,0,1
33968,255,2352992207,3602577664,255,0,0,0,0,0,0,1
21550,255,1109504135,3210928747,255,1,7296,0,0,1,0,1
841,255,3824293848,2151558420,255,1,13,0,0,1,0,1
21745,255,800965262,79884395,255,1,3356,0,0,1,0,1
19077,255,166067918,1760694489,255,0,0,0,0,0,0,0
30369,0,0,0,0,0,0,0,0,0,0,1
19921,255,2859268080,3195732130,255,0,0,0,0,0,0,1
6634,0,0,0,0,0,0,0,0,0,0,1
24629,0,0,0,0,0,0,0,0,0,0,1
22958,0,0,0,0,0,0,0,0,0,0,1
4871,0,0,0,0,0,0,0,0,0,0,1
21597,255,1297470158,2141229578,255,0,0,0,0,0,0,1
12847,255,2712382566,2714434675,255,0,0,0,0,0,0,0
4101,0,0,0,0,0,0,0,0,0,0,1
7204,0,0,0,0,0,0,0,0,0,0,1
17161,255,107215083,2265603610,255,0,0,0,0,0,0,0
13411,255,4121790931,4122111560,255,0,0,0,0,0,0,0
558,0,0,0,0,0,0,0,0,0,0,1
8147,255,2661640599,3532908916,255,0,0,0,0,0,0,1
10838,255,3349131811,2315952222,255,0,0,0,0,0,0,1
6944,0,0,0,0,0,0,0,0,0,0,1
29034,255,2863806185,2972400557,255,1,254,0,0,1,0,1
39981,255,957453017,279418974,255,0,0,0,0,0,0,0
37108,255,2580093058,1194809246,255,0,0,0,0,0,0,0
40202,255,992811985,2017617009,255,0,0,0,0,0,0,0
24336,0,0,0,0,0,0,0,0,0,0,1
38897,0,0,0,0,0,0,0,0,0,0,0
28394,0,0,0,0,0,0,0,0,0,0,1
24914,255,2944702278,991233514,255,0,0,0,0,0,0,1
13990,255,2662713087,818642046,255,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0,1
2486,0,0,0,0,0,0,0,0,0,0,1
17548,255,1033040054,1040900953,255,0,0,0,0,0,0,0
34325,255,0,0,0,0,0,0,0,0,0,0
9845,255,1567152789,2417059520,255,1,201,0,0,1,0,1
17211,255,1594699412,1618041895,255,0,0,0,0,0,0,0
25358,255,1565975853,581072676,255,1,1663,0,0,1,0,1
10281,255,2322429262,2473758783,255,0,0,0,0,0,0,1
23153,255,1353975902,424303914,255,0,0,0,0,0,0,1
31880,255,872169289,2858383495,255,0,0,0,0,0,0,1
21109,255,2534450191,180638023,255,0,0,0,0,0,0,1
2503,255,4066159036,2481281086,255,0,0,0,0,0,0,1
27501,255,2374633203,2309970319,255,0,0,0,0,0,0,1
4449,0,0,0,0,0,0,0,0,0,0,1
31264,0,0,0,0,0,0,0,0,0,0,1
467,255,4091386776,84186079,255,1,0,0,0,1,0,1
38943,0,0,0,0,0,0,0,0,0,0,0
38818,255,573291100,2869297478,255,0,0,0,0,0,0,0
2558,255,1806651514,255863153,255,0,0,1,1,0,0,1
14239,255,3052512306,3049260381,255,0,0,0,0,0,0,0
19846,255,1125579315,482195412,255,0,0,0,0,0,0,1
20742,255,3022548017,818468755,255,0,0,0,0,0,0,1
28532,255,3065305307,2270136569,255,0,0,0,0,0,0,1
16073,0,0,0,0,0,0,0,0,0,0,0
38819,0,0,0,0,0,0,0,0,0,0,0
10979,255,1610148917,2411328907,255,0,0,0,0,0,0,1
1981,255,3084766540,3903324730,255,0,0,0,0,0,0,1
33093,0,0,0,0,0,0,0,0,0,0,1
30491,255,396967124,794786767,255,0,0,0,0,0,0,1
35662,255,3211619009,3522465888,255,0,0,0,0,0,0,0
24920,0,0,0,0,0,0,0,0,0,0,1
7666,0,0,0,0,0,0,0,0,0,0,1
5646,255,2643861431,2048184771,255,0,0,0,0,0,0,1
6249,255,1814823359,4191193610,255,0,0,0,0,0,0,1
11801,255,662781645,3614938877,255,0,0,0,0,0,0,1
14343,255,1142932913,3288607857,255,0,0,0,0,0,0,0
39131,0,0,0,0,0,0,0,0,0,0,0
36407,255,1130348002,3250127804,255,0,0,0,0,0,0,0
26327,0,0,0,0,0,0,0,0,0,0,1
31193,255,609651668,967948334,255,0,0,0,0,0,0,1
35456,255,0,0,0,0,0,0,0,0,0,0
11898,255,2903572044,2903868825,255,0,0,0,0,0,0,0
38419,0,0,0,0,0,0,0,0,0,0,0
32051,255,1609246793,2755244974,255,0,0,0,0,0,0,1
3352,0,0,0,0,0,0,0,0,0,0,1
774,0,0,0,0,0,0,0,0,0,0,1
6799,0,0,0,0,0,0,0,0,0,0,1
38515,255,873128481,1084418777,255,0,0,0,0,0,0,0
26702,255,2001088928,3411247064,255,0,0,0,0,0,0,1
1186,0,0,0,0,0,0,0,0,0,0,1
7344,0,0,0,0,0,0,0,0,0,0,1
22728,255,606117259,284147225,255,0,0,0,0,0,0,1
30461,0,0,0,0,0,0,0,0,0,0,1
7226,0,0,0,0,0,0,0,0,0,0,1
1387,255,2644157800,2079583971,255,1,93,0,0,1,0,1
11068,255,1065197374,3930605529,255,0,0,0,0,0,0,1
36110,0,0,0,0,0,0,0,0,0,0,0
12147,0,0,0,0,0,0,0,0,0,0,0
21149,0,0,0,0,0,0,0,0,0,0,1
27653,255,3198673875,640337314,255,0,0,0,0,0,0,1
23952,255,1352446597,2145950624,255,0,0,0,0,0,0,1
25006,255,375565581,1065458479,255,0,0,0,0,0,0,1
16600,255,2034178044,798694525,255,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,0,0,0,1
22774,255,2748323391,3507801337,255,0,0,0,0,0,0,1
35113,0,0,0,0,0,0,0,0,0,1,0
22051,255,365986183,4190384260,255,0,0,1,1,0,0,1
11981,255,2798282138,2825042551,255,0,0,0,0,0,0,0
30410,255,70746434,618281588,255,0,0,0,0,0,0,1
34341,255,0,0,0,0,0,0,0,0,0,0
8485,255,78845413,559467821,255,0,0,0,0,0,0,1
39624,255,1371157906,2355640285,255,1,268,0,0,1,0,0
3886,0,0,0,0,0,0,0,0,0,0,1
30590,255,1243236685,1909750229,255,0,0,0,0,0,0,1
17570,0,0,0,0,0,0,0,0,0,0,0
10156,255,3627575199,1358989963,255,1,0,0,0,1,0,1
12915,255,4225476573,2087076229,255,0,0,0,0,0,0,0
25540,255,4263229968,1940453630,255,0,0,0,0,0,0,1
33561,0,0,0,0,0,0,0,0,0,0,1
7027,0,0,0,0,0,0,0,0,0,0,1
33893,255,4095873883,3184888711,255,0,0,0,0,0,0,1
8461,255,2820471413,3434032350,255,0,0,0,0,0,0,1
1671,0,0,0,0,0,0,0,0,0,0,1
16872,255,1258951233,1288630166,255,0,0,0,0,0,0,0
6980,0,0,0,0,0,0,0,0,0,0,1
39264,255,1937978592,889727722,255,0,0,0,0,0,0,0
12863,255,4071735347,1928551768,255,0,0,0,0,0,0,0
6880,0,0,0,0,0,0,0,0,0,0,1
1824,0,0,0,0,0,0,0,0,0,0,1
34225,0,0,0,0,0,0,0,0,0,0,1
31144,0,0,0,0,0,0,0,0,0,0,1
39286,255,2930365152,4178333682,255,0,0,0,0,0,0,0
